organization,work_area,name,latitude,longitude,depth,depth_source,watershid_id,lake_id
HAKAI,CALVERT,D1252 OUTLET,,,,,,
HAKAI,CALVERT,D1282 OUTLET,,,,,,
HAKAI,CALVERT,D1300 OUTLET,,,,,,
HAKAI,CALVERT,D133 OUTLET,,,,,,
HAKAI,CALVERT,D1351 OUTLET,,,,,,
HAKAI,CALVERT,D1377 OUTLET,,,,,,
HAKAI,CALVERT,D1386 OUTLET,,,,,,
HAKAI,CALVERT,D1395 OUTLET,,,,,,
HAKAI,CALVERT,D1409 OUTLET,,,,,,
HAKAI,CALVERT,D1427 OUTLET,,,,,,
HAKAI,CALVERT,D1439 OUTLET,,,,,,
HAKAI,CALVERT,D249 OUTLET,,,,,,
HAKAI,CALVERT,D419 OUTLET,,,,,,
HAKAI,CALVERT,D424 OUTLET,,,,,,
HAKAI,CALVERT,D435 OUTLET,,,,,,
HAKAI,CALVERT,D482 OUTLET,,,,,,
HAKAI,CALVERT,D484 OUTLET,,,,,,
HAKAI,CALVERT,D491 OUTLET,,,,,,
HAKAI,CALVERT,D536 OUTLET,,,,,,
HAKAI,CALVERT,D556 OUTLET,,,,,,
HAKAI,CALVERT,D570 OUTLET,,,,,,
HAKAI,CALVERT,D579 OUTLET,,,,,,
HAKAI,CALVERT,D590 OUTLET,,,,,,
HAKAI,CALVERT,D595 OUTLET,,,,,,
HAKAI,CALVERT,D640 OUTLET,,,,,,
HAKAI,CALVERT,D640 RSL,,,,,,
HAKAI,CALVERT,D646 OUTLET,,,,,,
HAKAI,CALVERT,D656 OUTLET,,,,,,
HAKAI,CALVERT,D659 OUTLET,,,,,,
HAKAI,CALVERT,D671 OUTLET,,,,,,
HAKAI,CALVERT,D712 OUTLET,,,,,,
HAKAI,CALVERT,D718 OUTLET,,,,,,
HAKAI,CALVERT,D757 OUTLET,,,,,,
HAKAI,CALVERT,D764 OUTLET,,,,,,
HAKAI,CALVERT,D789 OUTLET,,,,,,
HAKAI,CALVERT,D797 OUTLET,,,,,,
HAKAI,CALVERT,D832 OUTLET,,,,,,
HAKAI,CALVERT,D857 OUTLET,,,,,,
HAKAI,CALVERT,D878 OUTLET,,,,,,
HAKAI,CALVERT,D884 OUTLET,,,,,,
HAKAI,CALVERT,D890 OUTLET,,,,,,
HAKAI,CALVERT,D896 OUTLET,,,,,,
HAKAI,CALVERT,D930 OUTLET,,,,,,
HAKAI,CALVERT,D952 OUTLET,,,,,,
HAKAI,CALVERT,D973 OUTLET,,,,,,
HAKAI,CALVERT,DAWSON'S,,,,,,
HAKAI,CALVERT,DAWSONS,51.5740000000001,-127.5923,15.0,chart,,
HAKAI,CALVERT,DAWSONS'S,,,,,,
HAKAI,CALVERT,DE1,52.1950000000001,-127.83167,490.0,chart,,
HAKAI,CALVERT,DE10,52.8333000000001,-126.9933,150.0,chart,,
HAKAI,CALVERT,DE11,52.8683,-127.0533,30.0,chart,,
HAKAI,CALVERT,DE2,52.2600600000001,-127.745883,440.0,chart,,
HAKAI,CALVERT,DE3,52.28333,-127.60833,300.0,chart,,
HAKAI,CALVERT,DE4,52.3420600000001,-127.4678,450.0,chart,,
HAKAI,CALVERT,DE5,52.4093,-127.3984,520.0,chart,,
HAKAI,CALVERT,DE6,52.45417,-127.25833,510.0,chart,,
HAKAI,CALVERT,DE7,52.5532000000001,-127.20525,400.0,chart,,
HAKAI,CALVERT,DE8,52.6268000000001,-127.0719,450.0,chart,,
HAKAI,CALVERT,DE9,52.7333,-126.955,450.0,chart,,
HAKAI,CALVERT,DFO1,51.4593,-127.6055,290.0,chart,,
HAKAI,CALVERT,DFO2,51.5208000000001,-127.5583,325.0,chart,,
HAKAI,CALVERT,DFO3,51.6008,-127.5313,320.0,chart,,
HAKAI,CALVERT,DFO4,51.6488000000001,-127.4493,300.0,chart,,
HAKAI,CALVERT,DFO5,51.6773000000001,-127.3122,190.0,chart,,
HAKAI,CALVERT,DFO7,,,,,,
HAKAI,CALVERT,DOCK1,,,,,,
HAKAI,CALVERT,DOFO1,,,,,,
HAKAI,CALVERT,E,,,,,,
HAKAI,CALVERT,ECP01,51.647074,-128.069224,,land,,
HAKAI,CALVERT,ECP02,51.6467240000001,-128.06456,,land,,
HAKAI,CALVERT,ECP03,51.6663040000001,-128.040436,,land,,
HAKAI,CALVERT,ECP04,51.6604,-128.041509,,land,,
HAKAI,CALVERT,ECP05,51.6421720000001,-127.990747,,land,,
HAKAI,CALVERT,ECP06,51.6408260000001,-127.992834,,land,,
HAKAI,CALVERT,ECP07,51.679284,-128.039157,,land,,
HAKAI,CALVERT,ECP08,51.6346330000001,-128.096622,,land,,
HAKAI,CALVERT,ECP09,51.642549,-128.061291,,land,,
HAKAI,CALVERT,ECP10,51.6429200000001,-128.058904,,land,,
HAKAI,CALVERT,ECP11,51.6525,-128.129337,,land,,
HAKAI,CALVERT,ECP12,51.6640650000001,-128.038843,,land,,
HAKAI,CALVERT,ECP13,51.6640600000001,-128.038265,,land,,
HAKAI,CALVERT,ECP14,51.657649,-128.041852,,land,,
HAKAI,CALVERT,ECP15,51.6407130000001,-128.119943,,land,,
HAKAI,CALVERT,ECP16,51.6399250000001,-128.11833,,land,,
HAKAI,CALVERT,ECP17,51.6399650000001,-128.11669,,land,,
HAKAI,CALVERT,ECP18,51.638064,-128.117752,,land,,
HAKAI,CALVERT,ECP19,51.6522840000001,-128.12979,,land,,
HAKAI,CALVERT,ECP20,51.6514940000001,-128.128806,,land,,
HAKAI,CALVERT,ECP21,51.653424,-128.130376,,land,,
HAKAI,CALVERT,ECP22,51.6662140000001,-128.037359,,land,,
HAKAI,CALVERT,ECP23,51.6610410000001,-128.041448,,land,,
HAKAI,CALVERT,ECP24,51.6620740000001,-128.04209,,land,,
HAKAI,CALVERT,ECP25,51.6448290000001,-128.064061,,land,,
HAKAI,CALVERT,ECP26,51.6479360000001,-128.064181,,land,,
HAKAI,CALVERT,ECP27,51.638721,-128.113705,,land,,
HAKAI,CALVERT,ECP28,51.6414070000001,-128.115299,,land,,
HAKAI,CALVERT,ECP29,51.6410240000001,-128.122358,,land,,
HAKAI,CALVERT,ECP30,51.643384,-128.022838,,land,,
HAKAI,CALVERT,ESTUARY_EDGE1,,,,,,
HAKAI,CALVERT,ESTUARY_EDGE2,,,,,,
HAKAI,CALVERT,ESTUARY_EDGE3,,,,,,
HAKAI,CALVERT,ESTUARY_INTERIOR4,,,,,,
HAKAI,CALVERT,ESTUARY_INTERIOR5,,,,,,
HAKAI,CALVERT,ESTUARY_INTERIOR6,,,,,,
HAKAI,CALVERT,F,,,,,,
HAKAI,CALVERT,FAN1,,,,,,
HAKAI,CALVERT,FAN3,,,,,,
HAKAI,CALVERT,FC1,52.0467000000001,-127.9167,369.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FC2,52.1179833300001,-127.8811,495.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FC3,52.1650000000001,-127.8633,573.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FCV_A,,,,,,
HAKAI,CALVERT,FCV_B,,,,,,
HAKAI,CALVERT,FCV_C,,,,,,
HAKAI,CALVERT,FEI10,,,,,,
HAKAI,CALVERT,FEI11,,,,,,
HAKAI,CALVERT,FEI12,,,,,,
HAKAI,CALVERT,FEI13,,,,,,
HAKAI,CALVERT,FEI2,,,,,,
HAKAI,CALVERT,FEI3,,,,,,
HAKAI,CALVERT,FEI4,,,,,,
HAKAI,CALVERT,FEI8,,,,,,
HAKAI,CALVERT,FEI9,,,,,,
HAKAI,CALVERT,FHE01,,,,,,
HAKAI,CALVERT,FHE02,51.6139000000001,-127.754,180.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FHE03,,,,,,
HAKAI,CALVERT,FHE04,51.6559,-127.8275,25.0,chart,,
HAKAI,CALVERT,FHE05,,,,,,
HAKAI,CALVERT,FISHEGGNS,,,,,,
HAKAI,CALVERT,FISHEGGOS,,,,,,
HAKAI,CALVERT,FLOC 100_T2,,,,,FLOC,FLOC
HAKAI,CALVERT,FLOC 60_T2,,,,,FLOC,FLOC
HAKAI,CALVERT,FOGGYCOVEA,,,,,,
HAKAI,CALVERT,FOGGYCOVEB,,,,,,
HAKAI,CALVERT,FOGGYCOVEC,,,,,,
HAKAI,CALVERT,FZ07,,,,,,
HAKAI,CALVERT,FZ08,,,,,,
HAKAI,CALVERT,FZH01,51.6394000000001,-127.8958,294.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH02,51.6683,-127.8714,18.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH03,51.6921,-127.884,25.0,chart,,
HAKAI,CALVERT,FZH04,51.821,-127.955,311.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH06,,,,,,
HAKAI,CALVERT,FZH07,51.7034,-127.9373,330.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH08,51.7590000000001,-127.9436,379.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH09,51.8960000000001,-127.982,302.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH10,51.9020000000001,-127.935,341.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH11,51.4980800000001,-127.796333,185.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH12,51.5278000000001,-127.89195,107.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,FZH13,51.5724000000001,-127.8524,232.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,FZH14,51.7503,-127.976,421.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,GOG1,51.92506,-128.468527,0.0,chart,,
HAKAI,CALVERT,GOG2,,,,,,
HAKAI,CALVERT,GOG3,,,,,,
HAKAI,CALVERT,GOG4,,,,,,
HAKAI,CALVERT,GOLDEN,51.9032,-128.2131,2.0,chart,,
HAKAI,CALVERT,GOLDSTREAMARMS,,,,,,
HAKAI,CALVERT,GOODLADNS,,,,,,
HAKAI,CALVERT,GOODLADOS,,,,,,
HAKAI,CALVERT,GOOSE,51.9197,-128.4602,5.0,chart,,
HAKAI,CALVERT,GOOSE_SOUTHEAST_EDGE1,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHEAST_EDGE2,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHEAST_EDGE3,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHEAST_INTERIOR4,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHEAST_INTERIOR5,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHEAST_INTERIOR6,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHWEST_EDGE1,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHWEST_EDGE2,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHWEST_EDGE3,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHWEST_INTERIOR4,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHWEST_INTERIOR5,,,,,,
HAKAI,CALVERT,GOOSE_SOUTHWEST_INTERIOR6,,,,,,
HAKAI,CALVERT,GOSLING,,,,,,
HAKAI,CALVERT,HA1,51.6967000000001,-127.555,317.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,HAB1,,,,,,
HAKAI,CALVERT,HAB2,51.6638,-128.139967,1.0,chart,,
HAKAI,CALVERT,HAB4,51.6653000000001,-128.07898,55.0,chart,,
HAKAI,CALVERT,HAB5,,,,,,
HAKAI,CALVERT,HAB6,,,,,,
HAKAI,CALVERT,HAB7,,,,,,
HAKAI,CALVERT,HAK1,51.7112000000001,-128.2313,141.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,HAKAI006,,,,,,
HAKAI,CALVERT,HALRECOVERY,,,,,,
HAKAI,CALVERT,HBO,,,,,,
HAKAI,CALVERT,HDO,,,,,,
HAKAI,CALVERT,HE11F,,,,,,
HAKAI,CALVERT,HE11S,,,,,,
HAKAI,CALVERT,HE12F,,,,,,
HAKAI,CALVERT,HE12S,,,,,,
HAKAI,CALVERT,HE14F,,,,,,
HAKAI,CALVERT,HE14S,,,,,,
HAKAI,CALVERT,HE15F,,,,,,
HAKAI,CALVERT,HE15S,,,,,,
HAKAI,CALVERT,HE16F,,,,,,
HAKAI,CALVERT,HE16S,,,,,,
HAKAI,CALVERT,HKP,,,,,,
HAKAI,CALVERT,HKP01,51.7182000000001,-128.079,302.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,HKP02,,,,,,
HAKAI,CALVERT,HKP03,51.7015000000001,-128.1636,120.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,HKP04,51.7425000000001,-128.0068,429.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,HKP05,51.7090000000001,-128.123,229.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,HKP06,51.7300000000001,-128.041,390.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,HKP064,,,,,,
HAKAI,CALVERT,HKP1,,,,,,
HAKAI,CALVERT,HKP3,,,,,,
HAKAI,CALVERT,HKPGLIDERNEAR04,,,,,,
HAKAI,CALVERT,HL15_1,,,,,,
HAKAI,CALVERT,HL15_2,,,,,,
HAKAI,CALVERT,HL15_3,,,,,,
HAKAI,CALVERT,HL15_4,,,,,,
HAKAI,CALVERT,HL15_5,,,,,,
HAKAI,CALVERT,HL15_6,,,,,,
HAKAI,CALVERT,HL15_7,,,,,,
HAKAI,CALVERT,HL15_8,,,,,,
HAKAI,CALVERT,HL15_9,,,,,,
HAKAI,CALVERT,HL15__4,,,,,,
HAKAI,CALVERT,HOMATHKO HT5KM,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO UPSTREAMOFAIRSTRIP,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO YSI2,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO YSI3,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO YSI4,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO YSI5,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO YSI6,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO YSI7,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HOMATHKO YSI8,,,,,HOMATHKO,HOMATHKO
HAKAI,CALVERT,HP01,,,,,,
HAKAI,CALVERT,HP02,,,,,,
HAKAI,CALVERT,HP03,,,,,,
HAKAI,CALVERT,HP04,,,,,,
HAKAI,CALVERT,HP05,,,,,,
HAKAI,CALVERT,HP06,,,,,,
HAKAI,CALVERT,HP07,,,,,,
HAKAI,CALVERT,HP08,,,,,,
HAKAI,CALVERT,HP09,,,,,,
HAKAI,CALVERT,HPK01,,,,,,
HAKAI,CALVERT,HPK03,,,,,,
HAKAI,CALVERT,HYACINTHCREEK HYACINTHBAYROAD,,,,,HYACINTHCREEK,HYACINTHCREEK
HAKAI,CALVERT,I5,,,,,,
HAKAI,CALVERT,IA,51.6727000000001,-128.1182,4.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,ID,51.6745000000001,-128.1178,4.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,INNERSAN,51.678342,-128.114898,0.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,IS,51.6783,-128.1145,1.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,IT,51.6753,-128.1195,4.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,JEN SITE,51.679878,-128.12647,3.0,chart,,
HAKAI,CALVERT,K8,,,,,,
HAKAI,CALVERT,KC1,51.6545674910001,-128.12878966,3.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KC10,51.6505000000001,-127.9516,359.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KC10 BUOY,51.6497606960001,-127.967334159,284.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KC11,51.6507,-128.0253,97.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KC111,,,,,,
HAKAI,CALVERT,KC11F,,,,,,
HAKAI,CALVERT,KC11FA,,,,,,
HAKAI,CALVERT,KC11S,,,,,,
HAKAI,CALVERT,KC11SA,,,,,,
HAKAI,CALVERT,KC11_10,,,,,,
HAKAI,CALVERT,KC11_10_OUT,,,,,,
HAKAI,CALVERT,KC11_20,,,,,,
HAKAI,CALVERT,KC11_5,,,,,,
HAKAI,CALVERT,KC12,51.6504,-128.07,10.0,chart,,
HAKAI,CALVERT,KC12F,,,,,,
HAKAI,CALVERT,KC12S,,,,,,
HAKAI,CALVERT,KC13,51.6472000000001,-128.1199,3.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KC14,51.6487000000001,-127.9961,32.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KC14F,,,,,,
HAKAI,CALVERT,KC14S,,,,,,
HAKAI,CALVERT,KC14_10,,,,,,
HAKAI,CALVERT,KC14_20,,,,,,
HAKAI,CALVERT,KC14_5,,,,,,
HAKAI,CALVERT,KC15,51.6569000000001,-128.0034,20.0,chart,,
HAKAI,CALVERT,KC15F,,,,,,
HAKAI,CALVERT,KC15S,,,,,,
HAKAI,CALVERT,KC15_10,,,,,,
HAKAI,CALVERT,KC15_10_OUT,,,,,,
HAKAI,CALVERT,KC15_20,,,,,,
HAKAI,CALVERT,KC15_5,,,,,,
HAKAI,CALVERT,KC16,51.6563000000001,-128.0419,35.0,chart,,
HAKAI,CALVERT,KC16F,,,,,,
HAKAI,CALVERT,KC16S,,,,,,
HAKAI,CALVERT,KC16_10,,,,,,
HAKAI,CALVERT,KC16_20,,,,,,
HAKAI,CALVERT,KC16_20_OUT,,,,,,
HAKAI,CALVERT,KC16_5,,,,,,
HAKAI,CALVERT,KC17,51.6521500000001,-128.10295,38.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KC18,,,,,,
HAKAI,CALVERT,KC19,,,,,,
HAKAI,CALVERT,KC20,,,,,,
HAKAI,CALVERT,KC21,,,,,,
HAKAI,CALVERT,KC4,51.6545,-128.1149,22.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KC6,,,,,,
HAKAI,CALVERT,KC7,51.6535000000001,-128.0464,169.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KC8,51.6517000000001,-128.0017,225.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KCM,,,,,,
HAKAI,CALVERT,KDT_A,,,,,,
HAKAI,CALVERT,KDT_B,,,,,,
HAKAI,CALVERT,KDT_C,,,,,,
HAKAI,CALVERT,KELP,,,,,,
HAKAI,CALVERT,KELP08,51.6494670000001,-128.155367,0.0,chart,,
HAKAI,CALVERT,KELP09,51.6671170000001,-128.14035,3.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KELP10,51.80123044,-128.1999243,0.0,chart,,
HAKAI,CALVERT,KELP11,,,,,,
HAKAI,CALVERT,KELP12,,,,,,
HAKAI,CALVERT,KELP13,51.70158,-128.0875,5.0,chart,,
HAKAI,CALVERT,KELP14,,,,,,
HAKAI,CALVERT,KELP8,,,,,,
HAKAI,CALVERT,KELP9,,,,,,
HAKAI,CALVERT,KELPIE,,,,,,
HAKAI,CALVERT,KELPIEARMS,,,,,,
HAKAI,CALVERT,KFCP06,,,,,,
HAKAI,CALVERT,KFP06,,,,,,
HAKAI,CALVERT,KFP07,,,,,,
HAKAI,CALVERT,KFPC01,51.9002170000001,-128.4319,10.0,chart,,
HAKAI,CALVERT,KFPC02,,,,,,
HAKAI,CALVERT,KFPC03,,,,,,
HAKAI,CALVERT,KFPC04,51.806317,-128.258567,15.0,chart,,
HAKAI,CALVERT,KFPC06,51.811267,-128.233617,15.0,chart,,
HAKAI,CALVERT,KFPCO4,,,,,,
HAKAI,CALVERT,KFPCS01,,,,,,
HAKAI,CALVERT,KFPN01,,,,,,
HAKAI,CALVERT,KFPN02,,,,,,
HAKAI,CALVERT,KFPN03,52.0450000000001,-128.399067,12.0,chart,,
HAKAI,CALVERT,KFPN04,,,,,,
HAKAI,CALVERT,KFPN06,,,,,,
HAKAI,CALVERT,KFPN07,51.9610000000001,-128.261,14.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KFPN08,,,,,,
HAKAI,CALVERT,KFPN09,,,,,,
HAKAI,CALVERT,KFPS01,51.6820000000001,-128.143,128.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KFPS02,,,,,,
HAKAI,CALVERT,KFPS03,,,,,,
HAKAI,CALVERT,KFPS04,51.6796000000001,-128.1171,11.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KFPS05,51.6850000000001,-128.113,29.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KFPS06,51.6944,-128.1136,87.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KFPS07,51.6944,-128.1136,87.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KFPS08,51.6803,-128.1243,13.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KFPS09,,,,,,
HAKAI,CALVERT,KFPS10,,,,,,
HAKAI,CALVERT,KFPS11,,,,,,
HAKAI,CALVERT,KFPSO4,,,,,,
HAKAI,CALVERT,KFPSO7,,,,,,
HAKAI,CALVERT,KIL01,,,,,,
HAKAI,CALVERT,KIL02,,,,,,
HAKAI,CALVERT,KIL03,51.8694,-128.1542,81.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,KIL04,,,,,,
HAKAI,CALVERT,KIL05,,,,,,
HAKAI,CALVERT,KIL06,,,,,,
HAKAI,CALVERT,KIL07,51.8409,-128.129,110.0,chart,,
HAKAI,CALVERT,KIL08,,,,,,
HAKAI,CALVERT,KILDIDT SOUND,51.7180000000001,-128.079,303.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KILTICKNS,,,,,,
HAKAI,CALVERT,KILTICKOS,,,,,,
HAKAI,CALVERT,KIS1,,,,,,
HAKAI,CALVERT,KIS10,,,,,,
HAKAI,CALVERT,KIS2,51.83707,-128.239197,0.0,chart,,
HAKAI,CALVERT,KIS6,,,,,,
HAKAI,CALVERT,KIS7,,,,,,
HAKAI,CALVERT,KLC1,,,,,,
HAKAI,CALVERT,KLP1_100,,,,,,
HAKAI,CALVERT,KLP1_100M,,,,,,
HAKAI,CALVERT,KLP1_25,,,,,,
HAKAI,CALVERT,KLP1_25M,,,,,,
HAKAI,CALVERT,KLP1_50,,,,,,
HAKAI,CALVERT,KLP1_50M,,,,,,
HAKAI,CALVERT,KLP1_EDGE,,,,,,
HAKAI,CALVERT,KLP1_IN,,,,,,
HAKAI,CALVERT,KLP2_100,,,,,,
HAKAI,CALVERT,KLP2_100M,,,,,,
HAKAI,CALVERT,KLP2_25M,,,,,,
HAKAI,CALVERT,KLP2_50,,,,,,
HAKAI,CALVERT,KLP2_50M,,,,,,
HAKAI,CALVERT,KLP2_EDGE,,,,,,
HAKAI,CALVERT,KLP2_IN,,,,,,
HAKAI,CALVERT,KME01,,,,,,
HAKAI,CALVERT,KME02,,,,,,
HAKAI,CALVERT,KME03,51.7044000000001,-127.8784,10.0,chart,,
HAKAI,CALVERT,KMEO3,,,,,,
HAKAI,CALVERT,KOE1,,,,,,
HAKAI,CALVERT,KOE3,,,,,,
HAKAI,CALVERT,KOEYE KR01,51.77597,-127.8086,,land,KOEYE,KOEYE
HAKAI,CALVERT,KOEYE KR02,51.774295,-127.806984,,land,KOEYE,KOEYE
HAKAI,CALVERT,KOEYE KR03,,,,,KOEYE,KOEYE
HAKAI,CALVERT,KOEYE KR04,,,,,KOEYE,KOEYE
HAKAI,CALVERT,KOEYE KR05,,,,,KOEYE,KOEYE
HAKAI,CALVERT,KOEYE KR_TRIB,51.776079,-127.818444,,land,KOEYE,KOEYE
HAKAI,CALVERT,KOEYE_ESTUARY_EDGE1,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_EDGE2,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_EDGE3,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_EDGE1,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_EDGE2,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_EDGE3,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_INTERIOR4,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_INTERIOR5,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_INTERIOR6,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_INTERIOR4,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_INTERIOR5,,,,,,
HAKAI,CALVERT,KOEYE_ESTUARY_INTERIOR6,,,,,,
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_EDGE1,,,,,,
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_EDGE2,,,,,,
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_EDGE3,,,,,,
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_INTERIOR4,,,,,,
HAKAI,CALVERT,KWAK,,,,,,
HAKAI,CALVERT,KWAKSHUANS,,,,,,
HAKAI,CALVERT,KWAKSHUAOS,,,,,,
HAKAI,CALVERT,KWAKSHUASO,,,,,,
HAKAI,CALVERT,KWAKUMEIN,,,,,,
HAKAI,CALVERT,KWAKUMENS,,,,,,
HAKAI,CALVERT,KWAKUMEOS,,,,,,
HAKAI,CALVERT,KWAKUMEOUT,,,,,,
HAKAI,CALVERT,KWY,,,,,,
HAKAI,CALVERT,KWY01,51.7747000000001,-127.8801,10.0,chart,,
HAKAI,CALVERT,KWY02,51.7724000000001,-127.8904,218.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KWY03,51.7663000000001,-127.9144,368.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,KYW03,,,,,,
HAKAI,CALVERT,LWLF,,,,,,
HAKAI,CALVERT,LWLF_A,,,,,,
HAKAI,CALVERT,LWLF_B,,,,,,
HAKAI,CALVERT,LWLF_C,,,,,,
HAKAI,CALVERT,LYTEARMS,,,,,,
HAKAI,CALVERT,MACR01,,,,,,
HAKAI,CALVERT,MACRO01,51.8037462500001,-128.2545427,3.0,chart,,
HAKAI,CALVERT,MACRO1,51.8035,-128.2545,2.0,chart,,
HAKAI,CALVERT,MACRO10,51.649107535,-128.151826484,2.0,chart,,
HAKAI,CALVERT,MACRO11,51.802333,-128.200317,1.0,chart,,
HAKAI,CALVERT,MACRO12,,,,,,
HAKAI,CALVERT,MACRO2,51.6645,-128.0955,2.0,chart,,
HAKAI,CALVERT,MACRO3,51.8414000000001,-128.2654,2.0,chart,,
HAKAI,CALVERT,MACRO4,51.9030000000001,-128.2126,2.0,chart,,
HAKAI,CALVERT,MACRO5,51.9590000000001,-128.262,2.0,chart,,
HAKAI,CALVERT,MACRO6,52.0836,-128.3646,1.0,CHS NONNA10 Bathymetry,,
